age,workclass,education,marital.status,income
29,Govt,HS-grad,Never Married,<=50K.
37,Private,Assoc-voc,Married,>50K.
34,Self,HS-grad,Married,>50K.
23,Govt,Some-college,Separated,<=50K.
18,Govt,11th,Never Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
66,NA,7th-8th,Never Married,<=50K.
45,Govt,Bachelors,Married,<=50K.
41,Private,Masters,Never Married,<=50K.
26,Private,HS-grad,Never Married,<=50K.
54,Govt,Some-college,Married,<=50K.
24,Private,Some-college,Never Married,<=50K.
42,Private,Some-college,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
23,Govt,Bachelors,Never Married,<=50K.
25,NA,Assoc-acdm,Never Married,<=50K.
35,Private,Masters,Never Married,>50K.
31,Private,Masters,Married,>50K.
30,Private,Bachelors,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
36,Govt,Bachelors,Never Married,<=50K.
31,Private,Bachelors,Widowed,<=50K.
21,Private,Some-college,Never Married,<=50K.
31,Self,Some-college,Married,<=50K.
46,Private,Doctorate,Divorced,>50K.
44,Private,Bachelors,Divorced,>50K.
40,Private,12th,Married,<=50K.
45,Private,Some-college,Never Married,<=50K.
60,Private,HS-grad,Married,<=50K.
18,Private,11th,Never Married,<=50K.
28,Private,Bachelors,Married,<=50K.
36,Private,Some-college,Divorced,<=50K.
36,Private,Bachelors,Separated,<=50K.
40,Private,Assoc-voc,Married,<=50K.
36,Govt,Bachelors,Divorced,<=50K.
31,Private,HS-grad,Separated,<=50K.
33,Private,HS-grad,Married,<=50K.
19,Govt,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
34,Private,Bachelors,Married,>50K.
33,Private,HS-grad,Never Married,<=50K.
41,Private,HS-grad,Married,<=50K.
29,Private,Bachelors,Never Married,<=50K.
50,Govt,HS-grad,Married,>50K.
42,Private,Bachelors,Married,>50K.
43,Private,Bachelors,Never Married,>50K.
44,Private,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
31,Private,HS-grad,Married,<=50K.
65,Self,11th,Married,>50K.
23,Private,Some-college,Never Married,<=50K.
55,Private,Some-college,Divorced,<=50K.
26,Private,Assoc-voc,Married,<=50K.
25,Private,Assoc-voc,Never Married,<=50K.
45,NA,Some-college,Married,<=50K.
35,Private,Some-college,Married,<=50K.
36,Private,Some-college,Never Married,<=50K.
43,Govt,Bachelors,Married,<=50K.
56,Private,HS-grad,Widowed,<=50K.
42,Private,Bachelors,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
55,Self,HS-grad,Married,<=50K.
42,Private,Masters,Never Married,>50K.
26,Private,Assoc-voc,Never Married,<=50K.
17,Private,12th,Never Married,<=50K.
42,Govt,Bachelors,Married,>50K.
55,Private,HS-grad,Married,>50K.
32,Private,Some-college,Never Married,<=50K.
29,Private,11th,Never Married,<=50K.
46,Govt,Bachelors,Married,<=50K.
29,Govt,Bachelors,Married,>50K.
22,Private,Bachelors,Never Married,<=50K.
58,Self,10th,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
39,Private,HS-grad,Never Married,<=50K.
27,Private,Assoc-voc,Never Married,<=50K.
54,Private,HS-grad,Married,>50K.
33,Govt,Bachelors,Never Married,<=50K.
46,Govt,HS-grad,Married,>50K.
37,Private,HS-grad,Never Married,<=50K.
36,Private,HS-grad,Never Married,<=50K.
59,Govt,HS-grad,Married,>50K.
34,Govt,HS-grad,Divorced,<=50K.
53,Self,Doctorate,Married,>50K.
51,Private,Bachelors,Never Married,>50K.
32,Private,10th,Separated,<=50K.
31,Govt,Some-college,Married,<=50K.
22,Private,Some-college,Married,<=50K.
47,Self,Bachelors,Divorced,<=50K.
32,Private,HS-grad,Never Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
37,Private,5th-6th,Separated,<=50K.
31,Private,HS-grad,Divorced,<=50K.
37,Private,Assoc-voc,Married,>50K.
55,Private,HS-grad,Never Married,<=50K.
23,Govt,Assoc-voc,Divorced,<=50K.
36,Private,Some-college,Divorced,<=50K.
34,Private,Masters,Married,<=50K.
43,Private,Bachelors,Married,>50K.
54,Private,Some-college,Never Married,<=50K.
43,Govt,Some-college,Married,<=50K.
28,Private,Assoc-voc,Never Married,<=50K.
40,Private,Assoc-voc,Married,>50K.
41,Self,Some-college,Married,<=50K.
40,Private,Bachelors,Never Married,>50K.
42,Private,Some-college,Divorced,<=50K.
61,Self,HS-grad,Married,<=50K.
18,Private,12th,Never Married,<=50K.
59,NA,HS-grad,Married,<=50K.
21,NA,HS-grad,Never Married,<=50K.
48,Private,Assoc-voc,Married,>50K.
41,Self,Bachelors,Married,<=50K.
18,NA,Some-college,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
60,Private,HS-grad,Married,>50K.
22,Private,Some-college,Never Married,<=50K.
61,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
46,Private,Masters,Never Married,>50K.
43,Private,Bachelors,Married,>50K.
43,Private,Assoc-acdm,Divorced,<=50K.
24,Private,HS-grad,Never Married,<=50K.
68,Self,11th,Never Married,<=50K.
31,Private,HS-grad,Divorced,<=50K.
17,Private,11th,Never Married,<=50K.
32,Private,HS-grad,Married,>50K.
50,NA,Masters,Married,<=50K.
33,Private,Bachelors,Married,>50K.
64,Private,Bachelors,Married,>50K.
20,Private,HS-grad,Never Married,<=50K.
30,Private,HS-grad,Separated,<=50K.
22,NA,Some-college,Never Married,<=50K.
43,Private,Some-college,Divorced,<=50K.
22,Private,Some-college,Never Married,<=50K.
17,Private,10th,Never Married,<=50K.
47,Self,HS-grad,Married,<=50K.
41,Private,Assoc-voc,Never Married,<=50K.
56,Private,Some-college,Married,>50K.
64,Private,HS-grad,Married,<=50K.
47,Private,HS-grad,Married,>50K.
48,Private,Assoc-voc,Never Married,<=50K.
31,Private,Masters,Never Married,<=50K.
29,Private,Assoc-voc,Never Married,<=50K.
30,Private,HS-grad,Widowed,<=50K.
32,Private,HS-grad,Married,<=50K.
57,Private,HS-grad,Widowed,>50K.
62,Private,HS-grad,Widowed,<=50K.
39,Private,HS-grad,Separated,<=50K.
43,Private,Some-college,Never Married,<=50K.
24,Self,Bachelors,Never Married,<=50K.
42,NA,11th,Married,<=50K.
53,Private,Some-college,Married,>50K.
26,Private,Some-college,Never Married,<=50K.
73,Self,HS-grad,Married,<=50K.
72,NA,11th,Widowed,<=50K.
55,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Divorced,<=50K.
41,Private,Bachelors,Divorced,>50K.
24,Private,Bachelors,Never Married,<=50K.
63,Private,HS-grad,Widowed,<=50K.
17,Private,11th,Never Married,<=50K.
35,Private,Some-college,Married,<=50K.
51,Private,Some-college,Married,>50K.
62,Govt,Bachelors,Widowed,<=50K.
55,Private,HS-grad,Married,>50K.
43,Private,Some-college,Divorced,<=50K.
40,Govt,HS-grad,Divorced,<=50K.
37,Private,Bachelors,Married,>50K.
39,Private,Bachelors,Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
61,Private,Masters,Widowed,>50K.
26,Private,Assoc-voc,Divorced,<=50K.
46,Self,HS-grad,Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
48,Govt,Doctorate,Divorced,>50K.
34,Private,HS-grad,Never Married,<=50K.
34,Govt,HS-grad,Never Married,<=50K.
59,Private,HS-grad,Married,>50K.
34,Private,Bachelors,Never Married,<=50K.
49,Private,Bachelors,Never Married,>50K.
18,Private,11th,Never Married,<=50K.
43,Private,HS-grad,Married,<=50K.
48,Private,11th,Married,<=50K.
28,Self,Some-college,Married,<=50K.
33,Private,HS-grad,Married,<=50K.
24,Private,Some-college,Never Married,<=50K.
21,Private,10th,Never Married,<=50K.
17,Private,11th,Never Married,<=50K.
39,Private,Some-college,Married,>50K.
29,Self,Bachelors,Separated,<=50K.
44,Private,Bachelors,Married,>50K.
24,Private,Some-college,Never Married,<=50K.
71,Self,Masters,Married,>50K.
51,Self,Bachelors,Married,>50K.
55,Private,5th-6th,Divorced,<=50K.
41,Private,Bachelors,Married,>50K.
23,Private,HS-grad,Never Married,<=50K.
38,Private,Assoc-voc,Divorced,<=50K.
39,Private,HS-grad,Married,>50K.
19,Private,HS-grad,Never Married,<=50K.
49,Private,9th,Divorced,<=50K.
32,Private,Bachelors,Married,>50K.
27,Private,HS-grad,Married,<=50K.
38,Private,Bachelors,Married,>50K.
33,Private,Some-college,Married,<=50K.
63,NA,Some-college,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
33,Self,Some-college,Married,<=50K.
54,Self,HS-grad,Married,<=50K.
29,Private,Assoc-voc,Divorced,<=50K.
48,NA,Some-college,Divorced,<=50K.
35,Self,Bachelors,Never Married,<=50K.
28,Private,Assoc-voc,Married,<=50K.
37,Private,Bachelors,Married,>50K.
42,Self,Prof-school,Married,>50K.
40,Private,Masters,Married,<=50K.
47,Private,Some-college,Divorced,<=50K.
22,Private,Bachelors,Never Married,<=50K.
30,Private,Bachelors,Married,>50K.
28,Private,HS-grad,Married,<=50K.
63,Govt,7th-8th,Married,<=50K.
51,Self,9th,Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
27,NA,Assoc-acdm,Married,<=50K.
35,Private,HS-grad,Never Married,<=50K.
46,Private,HS-grad,Divorced,<=50K.
37,Private,Some-college,Divorced,<=50K.
24,Private,Bachelors,Never Married,<=50K.
37,Self,HS-grad,Divorced,<=50K.
53,Private,Some-college,Married,<=50K.
27,Private,HS-grad,Never Married,<=50K.
38,Private,Some-college,Divorced,<=50K.
53,Self,10th,Married,<=50K.
34,Private,Some-college,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
39,Private,Bachelors,Married,>50K.
43,Private,Masters,Married,<=50K.
67,Self,HS-grad,Married,>50K.
81,Self,HS-grad,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
42,Private,5th-6th,Married,<=50K.
38,Private,Some-college,Married,<=50K.
64,NA,HS-grad,Married,<=50K.
32,Private,HS-grad,Married,<=50K.
37,Private,HS-grad,Married,<=50K.
51,Private,Masters,Married,>50K.
22,Private,Some-college,Never Married,<=50K.
33,Private,1st-4th,Married,<=50K.
42,Private,HS-grad,Divorced,<=50K.
19,NA,Some-college,Never Married,<=50K.
51,Govt,Preschool,Married,<=50K.
23,Private,HS-grad,Married,<=50K.
37,Private,11th,Married,>50K.
37,Private,HS-grad,Married,>50K.
47,Private,Masters,Never Married,<=50K.
41,Private,Prof-school,Married,>50K.
33,Private,HS-grad,Married,<=50K.
31,Private,Bachelors,Never Married,>50K.
31,Private,Assoc-acdm,Divorced,<=50K.
35,Private,HS-grad,Married,<=50K.
38,Self,HS-grad,Married,>50K.
18,Private,HS-grad,Never Married,<=50K.
20,Private,HS-grad,Married,<=50K.
54,Govt,Some-college,Divorced,<=50K.
40,Private,Some-college,Divorced,<=50K.
36,Self,Bachelors,Married,>50K.
43,Private,Some-college,Divorced,<=50K.
44,Self,Some-college,Divorced,<=50K.
44,Govt,HS-grad,Married,>50K.
43,Private,Masters,Married,>50K.
51,Private,7th-8th,Widowed,<=50K.
18,Private,HS-grad,Never Married,<=50K.
51,Private,Some-college,Married,<=50K.
41,Private,10th,Married,<=50K.
44,Self,Some-college,Married,>50K.
33,Govt,10th,Divorced,<=50K.
33,Self,Bachelors,Married,>50K.
42,Private,Assoc-acdm,Married,>50K.
25,Private,Some-college,Married,<=50K.
32,Private,HS-grad,Divorced,<=50K.
32,Private,Bachelors,Married,<=50K.
36,Private,10th,Divorced,<=50K.
28,Private,HS-grad,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
35,Self,Some-college,Married,>50K.
55,Self,HS-grad,Married,<=50K.
48,Private,Bachelors,Married,>50K.
36,NA,Assoc-voc,Widowed,<=50K.
34,Private,HS-grad,Married,>50K.
28,Private,Bachelors,Never Married,<=50K.
67,Private,Bachelors,Widowed,>50K.
37,Private,HS-grad,Married,<=50K.
44,Private,HS-grad,Never Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
40,Govt,Masters,Married,>50K.
78,Private,HS-grad,Widowed,<=50K.
34,Private,HS-grad,Divorced,<=50K.
49,Private,HS-grad,Never Married,<=50K.
22,Private,Assoc-acdm,Never Married,<=50K.
23,NA,HS-grad,Never Married,<=50K.
60,Self,HS-grad,Never Married,<=50K.
45,Govt,HS-grad,Widowed,>50K.
63,Private,Assoc-voc,Divorced,<=50K.
41,Private,HS-grad,Never Married,<=50K.
47,Private,HS-grad,Divorced,<=50K.
44,Private,HS-grad,Divorced,<=50K.
51,Private,Some-college,Widowed,<=50K.
46,Private,Bachelors,Never Married,<=50K.
41,Private,Assoc-voc,Married,<=50K.
50,Self,HS-grad,Married,<=50K.
47,Private,HS-grad,Married,>50K.
35,Private,HS-grad,Never Married,<=50K.
56,Private,HS-grad,Married,>50K.
45,Private,Masters,Divorced,<=50K.
48,Govt,Bachelors,Divorced,>50K.
40,Private,Some-college,Married,<=50K.
39,Self,Bachelors,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
50,Private,Doctorate,Married,>50K.
38,Govt,HS-grad,Married,>50K.
23,Govt,Bachelors,Never Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
58,Private,Bachelors,Married,<=50K.
66,Private,HS-grad,Separated,<=50K.
39,Self,HS-grad,Married,>50K.
54,Self,HS-grad,Married,>50K.
26,Private,Some-college,Married,<=50K.
51,Private,HS-grad,Divorced,<=50K.
34,Private,Assoc-voc,Never Married,<=50K.
50,Private,HS-grad,Married,>50K.
42,Private,Some-college,Married,>50K.
38,Private,Masters,Married,<=50K.
48,Private,7th-8th,Married,<=50K.
33,Private,Assoc-voc,Married,>50K.
51,Private,HS-grad,Widowed,<=50K.
22,Private,HS-grad,Divorced,<=50K.
19,NA,HS-grad,Never Married,<=50K.
41,Private,Some-college,Never Married,<=50K.
48,Govt,Masters,Married,>50K.
42,Private,HS-grad,Separated,<=50K.
34,Private,Some-college,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
56,Private,HS-grad,Married,<=50K.
30,Private,Bachelors,Never Married,<=50K.
45,Private,HS-grad,Married,>50K.
48,Private,10th,Married,<=50K.
48,Self,Masters,Married,<=50K.
31,Private,Assoc-voc,Never Married,<=50K.
20,Govt,Assoc-acdm,Never Married,<=50K.
27,Private,Some-college,Never Married,<=50K.
32,Private,HS-grad,Never Married,<=50K.
76,NA,7th-8th,Widowed,<=50K.
19,NA,HS-grad,Never Married,<=50K.
66,Self,9th,Married,<=50K.
37,Private,HS-grad,Never Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
34,NA,11th,Married,<=50K.
90,Private,HS-grad,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
43,Private,Some-college,Divorced,<=50K.
44,Private,Bachelors,Married,>50K.
24,Private,Some-college,Never Married,<=50K.
28,Private,Prof-school,Divorced,<=50K.
64,NA,Assoc-acdm,Never Married,<=50K.
23,Private,Some-college,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
36,Private,Bachelors,Married,>50K.
61,Private,HS-grad,Married,<=50K.
53,Self,Bachelors,Married,>50K.
30,Private,Bachelors,Married,>50K.
52,Self,Some-college,Married,>50K.
38,Private,Some-college,Divorced,<=50K.
32,Private,Bachelors,Married,<=50K.
30,Self,12th,Married,<=50K.
41,Private,Assoc-voc,Divorced,<=50K.
49,Govt,Masters,Married,>50K.
45,Private,HS-grad,Married,>50K.
43,Self,HS-grad,Married,<=50K.
61,Private,HS-grad,Married,<=50K.
54,Private,HS-grad,Married,<=50K.
34,Private,Assoc-acdm,Separated,<=50K.
49,Private,Some-college,Married,>50K.
38,Private,Some-college,Never Married,<=50K.
35,Private,Prof-school,Married,>50K.
36,Private,12th,Married,<=50K.
30,Private,Bachelors,Married,<=50K.
36,Private,Assoc-acdm,Divorced,<=50K.
22,Govt,Bachelors,Never Married,<=50K.
38,Private,HS-grad,Married,>50K.
37,Private,HS-grad,Married,>50K.
48,Govt,Doctorate,Married,>50K.
17,Private,11th,Never Married,<=50K.
19,Self,Some-college,Never Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
22,Private,Bachelors,Never Married,<=50K.
49,Private,HS-grad,Married,<=50K.
43,Govt,Assoc-voc,Married,>50K.
43,Private,Bachelors,Separated,<=50K.
19,Govt,HS-grad,Divorced,<=50K.
58,Self,HS-grad,Married,<=50K.
41,Govt,Some-college,Married,>50K.
31,Private,Some-college,Married,<=50K.
30,Private,Assoc-voc,Married,<=50K.
32,Private,HS-grad,Married,<=50K.
29,Private,Bachelors,Never Married,<=50K.
42,Private,Some-college,Married,>50K.
38,Private,HS-grad,Divorced,<=50K.
41,Govt,Assoc-acdm,Married,>50K.
44,Self,Bachelors,Never Married,>50K.
31,Private,Doctorate,Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
21,Private,Some-college,Never Married,<=50K.
22,Self,Bachelors,Never Married,<=50K.
62,Private,10th,Married,<=50K.
19,NA,HS-grad,Never Married,<=50K.
29,Self,HS-grad,Married,>50K.
43,Private,Some-college,Divorced,<=50K.
68,NA,7th-8th,Married,<=50K.
45,Self,Bachelors,Married,>50K.
39,Self,9th,Married,<=50K.
41,Private,Bachelors,Married,<=50K.
34,Self,Assoc-acdm,Married,>50K.
34,Govt,HS-grad,Divorced,<=50K.
31,Private,Bachelors,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
41,Private,Bachelors,Married,>50K.
41,Private,Assoc-voc,Married,<=50K.
35,Self,Masters,Married,>50K.
33,Private,Bachelors,Married,>50K.
37,Govt,Bachelors,Never Married,<=50K.
69,Private,HS-grad,Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
60,Self,Assoc-voc,Married,>50K.
36,Private,Some-college,Married,<=50K.
41,Private,HS-grad,Married,<=50K.
58,Govt,Bachelors,Married,>50K.
53,Private,Bachelors,Married,<=50K.
29,Private,Some-college,Married,<=50K.
45,Govt,HS-grad,Divorced,<=50K.
34,Govt,Some-college,Married,<=50K.
36,Private,Bachelors,Married,<=50K.
48,Private,Some-college,Divorced,<=50K.
20,Private,Assoc-voc,Never Married,<=50K.
35,Private,HS-grad,Married,>50K.
63,Govt,HS-grad,Widowed,<=50K.
41,Self,Some-college,Divorced,<=50K.
28,Private,Bachelors,Married,<=50K.
30,Private,Some-college,Never Married,<=50K.
34,NA,HS-grad,Divorced,<=50K.
31,Private,HS-grad,Never Married,<=50K.
37,Private,Assoc-voc,Never Married,<=50K.
42,NA,Some-college,Divorced,<=50K.
31,Private,Some-college,Married,>50K.
46,Self,Masters,Married,>50K.
35,Govt,HS-grad,Married,>50K.
27,Private,HS-grad,Married,<=50K.
41,Private,1st-4th,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
59,Govt,HS-grad,Widowed,<=50K.
40,Private,Bachelors,Never Married,<=50K.
56,Self,Some-college,Married,<=50K.
33,Private,Masters,Married,>50K.
30,Self,Some-college,Never Married,<=50K.
46,Private,HS-grad,Married,<=50K.
61,Self,HS-grad,Married,>50K.
50,Self,HS-grad,Married,>50K.
25,Private,HS-grad,Never Married,<=50K.
40,Private,Some-college,Divorced,<=50K.
24,NA,Some-college,Never Married,<=50K.
51,Private,HS-grad,Married,<=50K.
43,Govt,HS-grad,Married,<=50K.
34,Private,Some-college,Married,<=50K.
46,Private,HS-grad,Married,>50K.
28,Govt,Masters,Married,>50K.
26,Private,Bachelors,Never Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
44,Private,Assoc-voc,Married,<=50K.
51,Private,HS-grad,Widowed,<=50K.
33,Private,Bachelors,Married,>50K.
54,Private,Assoc-acdm,Married,>50K.
50,Private,Bachelors,Married,>50K.
33,Private,HS-grad,Divorced,<=50K.
65,Private,Bachelors,Married,>50K.
22,NA,Some-college,Never Married,<=50K.
88,Self,Prof-school,Married,<=50K.
40,Private,HS-grad,Divorced,<=50K.
51,Private,HS-grad,Divorced,<=50K.
50,Private,11th,Divorced,<=50K.
25,Private,Masters,Married,>50K.
20,Private,Assoc-voc,Never Married,<=50K.
47,Private,HS-grad,Married,<=50K.
58,NA,Some-college,Married,>50K.
22,Private,Assoc-voc,Never Married,<=50K.
50,Govt,HS-grad,Married,>50K.
47,Private,HS-grad,Never Married,<=50K.
24,Govt,11th,Never Married,<=50K.
50,NA,HS-grad,Married,>50K.
40,Private,Bachelors,Divorced,>50K.
36,Private,Bachelors,Married,<=50K.
32,Private,HS-grad,Married,<=50K.
44,Private,HS-grad,Married,<=50K.
51,NA,Masters,Married,<=50K.
59,Govt,Some-college,Never Married,<=50K.
65,Private,HS-grad,Married,<=50K.
24,Govt,Bachelors,Never Married,<=50K.
27,Govt,Bachelors,Never Married,<=50K.
51,Private,Assoc-voc,Divorced,<=50K.
48,Private,Some-college,Married,>50K.
39,Private,HS-grad,Married,<=50K.
28,Private,Bachelors,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
49,Govt,Bachelors,Divorced,<=50K.
51,Govt,Assoc-acdm,Married,<=50K.
59,Private,Masters,Married,<=50K.
18,Private,HS-grad,Never Married,<=50K.
50,Private,HS-grad,Married,<=50K.
45,Govt,HS-grad,Married,>50K.
30,Govt,Bachelors,Married,>50K.
37,Private,Bachelors,Divorced,<=50K.
44,Private,Bachelors,Never Married,>50K.
33,Private,Some-college,Married,<=50K.
61,Self,Masters,Married,>50K.
61,Govt,HS-grad,Married,<=50K.
38,Private,Bachelors,Married,>50K.
22,NA,Some-college,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
44,Self,Some-college,Married,>50K.
37,Private,Some-college,Separated,<=50K.
31,Private,Some-college,Divorced,<=50K.
54,Private,Doctorate,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
63,NA,Bachelors,Widowed,>50K.
48,Self,Some-college,Married,>50K.
33,NA,HS-grad,Divorced,<=50K.
31,Private,Bachelors,Divorced,<=50K.
38,Private,Prof-school,Married,>50K.
45,Self,HS-grad,Married,>50K.
48,Private,HS-grad,Married,<=50K.
53,Private,Some-college,Married,<=50K.
55,Private,HS-grad,Widowed,<=50K.
38,Private,Masters,Married,>50K.
29,Private,HS-grad,Never Married,<=50K.
36,Private,Bachelors,Married,>50K.
42,Self,Some-college,Married,<=50K.
50,Private,HS-grad,Divorced,<=50K.
75,Self,Prof-school,Married,<=50K.
46,Private,Bachelors,Married,>50K.
52,Govt,HS-grad,Divorced,<=50K.
27,Private,Bachelors,Never Married,<=50K.
43,Private,HS-grad,Married,<=50K.
31,Private,11th,Separated,<=50K.
23,Private,Some-college,Never Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
